date,sunspot
1934-09-10,9.074074074074074
1934-09-11,7.592592592592593
1934-09-12,6.37037037037037
1934-09-13,5.777777777777778
1934-09-14,4.888888888888889
1934-09-15,5.074074074074074
1934-09-16,5.62962962962963
1934-09-17,6.111111111111111
1934-09-18,6.111111111111111
1934-09-19,5.666666666666667
1934-09-20,5.185185185185185
1934-09-21,5.185185185185185
1934-09-22,5.185185185185185
1934-09-23,5.185185185185185
1934-09-24,5.185185185185185
1934-09-25,5.185185185185185
1934-09-26,4.7407407407407405
1934-09-27,4.7407407407407405
1934-09-28,5.296296296296297
1934-09-29,6.148148148148148
1934-09-30,7.0
1934-10-01,7.925925925925926
1934-10-02,7.925925925925926
1934-10-03,7.925925925925926
1934-10-04,8.407407407407407
1934-10-05,8.407407407407407
1934-10-06,8.407407407407407
1934-10-07,7.962962962962963
1934-10-08,7.962962962962963
1934-10-09,7.518518518518518
1934-10-10,7.074074074074074
1934-10-11,7.037037037037037
1934-10-12,6.518518518518518
1934-10-13,6.444444444444445
1934-10-14,6.444444444444445
1934-10-15,7.0
1934-10-16,7.555555555555555
1934-10-17,8.037037037037036
1934-10-18,8.518518518518519
1934-10-19,9.37037037037037
1934-10-20,8.925925925925926
1934-10-21,8.925925925925926
1934-10-22,9.37037037037037
1934-10-23,9.851851851851851
1934-10-24,9.851851851851851
1934-10-25,9.74074074074074
1934-10-26,9.333333333333334
1934-10-27,8.481481481481481
1934-10-28,8.0
1934-10-29,8.555555555555555
1934-10-30,9.555555555555555
1934-10-31,9.555555555555555
1934-11-01,10.37037037037037
1934-11-02,11.222222222222221
1934-11-03,12.222222222222221
1934-11-04,13.074074074074074
1934-11-05,13.814814814814815
1934-11-06,14.666666666666666
1934-11-07,14.851851851851851
1934-11-08,14.851851851851851
1934-11-09,15.0
1934-11-10,14.962962962962964
1934-11-11,14.851851851851851
1934-11-12,14.74074074074074
1934-11-13,14.25925925925926
1934-11-14,13.777777777777779
1934-11-15,12.925925925925926
1934-11-16,12.925925925925926
1934-11-17,12.925925925925926
1934-11-18,12.925925925925926
1934-11-19,12.444444444444445
1934-11-20,12.444444444444445
1934-11-21,12.0
1934-11-22,11.555555555555555
1934-11-23,11.11111111111111
1934-11-24,10.666666666666666
1934-11-25,10.555555555555555
1934-11-26,10.222222222222221
1934-11-27,10.592592592592593
1934-11-28,11.185185185185185
1934-11-29,12.481481481481481
1934-11-30,13.407407407407407
1934-12-01,14.222222222222221
1934-12-02,14.703703703703704
1934-12-03,14.592592592592593
1934-12-04,14.814814814814815
1934-12-05,15.185185185185185
1934-12-06,15.185185185185185
1934-12-07,15.555555555555555
1934-12-08,15.777777777777779
1934-12-09,15.333333333333334
1934-12-10,15.333333333333334
1934-12-11,15.333333333333334
1934-12-12,15.333333333333334
1934-12-13,15.333333333333334
1934-12-14,15.333333333333334
1934-12-15,14.88888888888889
1934-12-16,14.88888888888889
1934-12-17,14.88888888888889
1934-12-18,14.88888888888889
1934-12-19,14.88888888888889
1934-12-20,15.74074074074074
1934-12-21,17.22222222222222
1934-12-22,18.074074074074073
1934-12-23,19.074074074074073
1934-12-24,19.77777777777778
1934-12-25,21.25925925925926
1934-12-26,21.40740740740741
1934-12-27,21.25925925925926
1934-12-28,21.74074074074074
1934-12-29,22.444444444444443
1934-12-30,23.925925925925927
1934-12-31,25.0
1935-01-01,26.25925925925926
1935-01-02,27.296296296296298
1935-01-03,28.14814814814815
1935-01-04,28.85185185185185
1935-01-05,29.88888888888889
1935-01-06,31.185185185185187
1935-01-07,32.370370370370374
1935-01-08,33.111111111111114
1935-01-09,33.77777777777778
1935-01-10,34.333333333333336
1935-01-11,35.0
1935-01-12,36.48148148148148
1935-01-13,37.96296296296296
1935-01-14,39.7037037037037
1935-01-15,40.7037037037037
1935-01-16,40.851851851851855
1935-01-17,40.22222222222222
1935-01-18,39.74074074074074
1935-01-19,38.7037037037037
1935-01-20,37.7037037037037
1935-01-21,35.25925925925926
1935-01-22,33.81481481481482
1935-01-23,33.03703703703704
1935-01-24,32.81481481481482
1935-01-25,32.851851851851855
1935-01-26,32.55555555555556
1935-01-27,32.22222222222222
1935-01-28,31.703703703703702
1935-01-29,30.703703703703702
1935-01-30,29.59259259259259
1935-01-31,28.88888888888889
1935-02-01,28.48148148148148
1935-02-02,27.814814814814813
1935-02-03,27.185185185185187
1935-02-04,27.0
1935-02-05,26.962962962962962
1935-02-06,28.185185185185187
1935-02-07,30.48148148148148
1935-02-08,30.85185185185185
1935-02-09,30.85185185185185
1935-02-10,30.85185185185185
1935-02-11,31.22222222222222
1935-02-12,31.814814814814813
1935-02-13,32.074074074074076
1935-02-14,32.925925925925924
1935-02-15,33.666666666666664
1935-02-16,34.333333333333336
1935-02-17,34.51851851851852
1935-02-18,34.111111111111114
1935-02-19,34.2962962962963
1935-02-20,34.111111111111114
1935-02-21,33.44444444444444
1935-02-22,33.2962962962963
1935-02-23,32.74074074074074
1935-02-24,32.18518518518518
1935-02-25,33.074074074074076
1935-02-26,33.629629629629626
1935-02-27,34.18518518518518
1935-02-28,34.77777777777778
1935-03-01,35.333333333333336
1935-03-02,35.77777777777778
1935-03-03,36.407407407407405
1935-03-04,36.51851851851852
1935-03-05,35.851851851851855
1935-03-06,33.81481481481482
1935-03-07,32.44444444444444
1935-03-08,31.444444444444443
1935-03-09,30.74074074074074
1935-03-10,31.037037037037038
1935-03-11,31.555555555555557
1935-03-12,33.148148148148145
1935-03-13,34.925925925925924
1935-03-14,38.0
1935-03-15,40.96296296296296
1935-03-16,43.407407407407405
1935-03-17,45.629629629629626
1935-03-18,46.48148148148148
1935-03-19,47.22222222222222
1935-03-20,48.03703703703704
1935-03-21,47.74074074074074
1935-03-22,47.74074074074074
1935-03-23,47.44444444444444
1935-03-24,46.370370370370374
1935-03-25,45.7037037037037
1935-03-26,44.96296296296296
1935-03-27,44.18518518518518
1935-03-28,43.0
1935-03-29,42.0
1935-03-30,40.81481481481482
1935-03-31,40.074074074074076
1935-04-01,38.96296296296296
1935-04-02,38.03703703703704
1935-04-03,37.55555555555556
1935-04-04,37.51851851851852
1935-04-05,36.48148148148148
1935-04-06,34.81481481481482
1935-04-07,32.7037037037037
1935-04-08,30.666666666666668
1935-04-09,28.51851851851852
1935-04-10,25.444444444444443
1935-04-11,22.25925925925926
1935-04-12,20.555555555555557
1935-04-13,20.0
1935-04-14,19.814814814814813
1935-04-15,19.62962962962963
1935-04-16,18.88888888888889
1935-04-17,18.51851851851852
1935-04-18,18.703703703703702
1935-04-19,18.62962962962963
1935-04-20,19.14814814814815
1935-04-21,19.62962962962963
1935-04-22,20.14814814814815
1935-04-23,20.25925925925926
1935-04-24,20.703703703703702
1935-04-25,21.14814814814815
1935-04-26,21.14814814814815
1935-04-27,21.14814814814815
1935-04-28,21.14814814814815
1935-04-29,21.62962962962963
1935-04-30,22.62962962962963
1935-05-01,23.22222222222222
1935-05-02,24.814814814814813
1935-05-03,27.666666666666668
1935-05-04,31.11111111111111
1935-05-05,33.888888888888886
1935-05-06,36.03703703703704
1935-05-07,38.111111111111114
1935-05-08,40.925925925925924
1935-05-09,42.888888888888886
1935-05-10,43.2962962962963
1935-05-11,44.2962962962963
1935-05-12,44.51851851851852
1935-05-13,45.666666666666664
1935-05-14,47.592592592592595
1935-05-15,48.333333333333336
1935-05-16,49.333333333333336
1935-05-17,48.81481481481482
1935-05-18,47.888888888888886
1935-05-19,46.888888888888886
1935-05-20,46.333333333333336
1935-05-21,45.888888888888886
1935-05-22,45.44444444444444
1935-05-23,45.44444444444444
1935-05-24,46.48148148148148
1935-05-25,46.925925925925924
1935-05-26,46.925925925925924
1935-05-27,46.407407407407405
1935-05-28,45.851851851851855
1935-05-29,45.2962962962963
1935-05-30,44.2962962962963
1935-05-31,43.18518518518518
1935-06-01,41.851851851851855
1935-06-02,40.81481481481482
1935-06-03,39.48148148148148
1935-06-04,37.77777777777778
1935-06-05,36.370370370370374
1935-06-06,36.370370370370374
1935-06-07,35.074074074074076
1935-06-08,35.407407407407405
1935-06-09,36.51851851851852
1935-06-10,38.0
1935-06-11,40.592592592592595
1935-06-12,43.0
1935-06-13,45.925925925925924
1935-06-14,48.44444444444444
1935-06-15,51.48148148148148
1935-06-16,54.074074074074076
1935-06-17,56.407407407407405
1935-06-18,59.074074074074076
1935-06-19,61.407407407407405
1935-06-20,64.51851851851852
1935-06-21,67.14814814814815
1935-06-22,68.81481481481481
1935-06-23,70.11111111111111
1935-06-24,71.96296296296296
1935-06-25,73.62962962962963
1935-06-26,74.92592592592592
1935-06-27,76.03703703703704
1935-06-28,77.14814814814815
1935-06-29,77.51851851851852
1935-06-30,78.0
1935-07-01,78.4074074074074
1935-07-02,78.25925925925925
1935-07-03,77.51851851851852
1935-07-04,77.44444444444444
1935-07-05,76.33333333333333
1935-07-06,74.48148148148148
1935-07-07,71.33333333333333
1935-07-08,69.85185185185185
1935-07-09,68.44444444444444
1935-07-10,67.37037037037037
1935-07-11,67.51851851851852
1935-07-12,68.07407407407408
1935-07-13,69.29629629629629
1935-07-14,70.11111111111111
1935-07-15,70.4074074074074
1935-07-16,71.11111111111111
1935-07-17,69.85185185185185
1935-07-18,69.62962962962963
1935-07-19,70.62962962962963
1935-07-20,72.55555555555556
1935-07-21,72.44444444444444
1935-07-22,71.70370370370371
1935-07-23,70.4074074074074
1935-07-24,68.74074074074075
1935-07-25,66.92592592592592
1935-07-26,65.33333333333333
1935-07-27,63.407407407407405
1935-07-28,61.370370370370374
1935-07-29,59.592592592592595
1935-07-30,58.2962962962963
1935-07-31,57.2962962962963
1935-08-01,56.18518518518518
1935-08-02,55.074074074074076
1935-08-03,55.074074074074076
1935-08-04,53.48148148148148
1935-08-05,51.925925925925924
1935-08-06,51.333333333333336
1935-08-07,51.333333333333336
1935-08-08,50.77777777777778
1935-08-09,48.55555555555556
1935-08-10,47.44444444444444
1935-08-11,46.25925925925926
1935-08-12,45.55555555555556
1935-08-13,44.96296296296296
1935-08-14,44.22222222222222
1935-08-15,42.851851851851855
1935-08-16,40.74074074074074
1935-08-17,39.74074074074074
1935-08-18,39.55555555555556
1935-08-19,39.111111111111114
1935-08-20,40.55555555555556
1935-08-21,42.55555555555556
1935-08-22,43.851851851851855
1935-08-23,45.2962962962963
1935-08-24,46.96296296296296
1935-08-25,48.925925925925924
1935-08-26,50.22222222222222
1935-08-27,50.55555555555556
1935-08-28,51.51851851851852
1935-08-29,52.592592592592595
1935-08-30,52.7037037037037
1935-08-31,53.51851851851852
1935-09-01,54.25925925925926
1935-09-02,54.74074074074074
1935-09-03,54.370370370370374
1935-09-04,54.18518518518518
1935-09-05,55.48148148148148
1935-09-06,56.2962962962963
1935-09-07,57.407407407407405
1935-09-08,57.96296296296296
1935-09-09,58.925925925925924
1935-09-10,58.77777777777778
1935-09-11,58.407407407407405
1935-09-12,58.18518518518518
1935-09-13,59.0
1935-09-14,59.0
1935-09-15,59.18518518518518
1935-09-16,58.0
1935-09-17,56.7037037037037
1935-09-18,56.25925925925926
1935-09-19,56.074074074074076
1935-09-20,55.148148148148145
1935-09-21,54.2962962962963
1935-09-22,53.81481481481482
1935-09-23,55.77777777777778
1935-09-24,57.629629629629626
1935-09-25,59.51851851851852
1935-09-26,62.2962962962963
1935-09-27,64.92592592592592
1935-09-28,67.44444444444444
1935-09-29,70.03703703703704
1935-09-30,71.51851851851852
1935-10-01,73.03703703703704
1935-10-02,74.66666666666667
1935-10-03,76.0
1935-10-04,76.33333333333333
1935-10-05,77.22222222222223
1935-10-06,77.48148148148148
1935-10-07,78.77777777777777
1935-10-08,79.85185185185185
1935-10-09,79.22222222222223
1935-10-10,77.62962962962963
1935-10-11,77.4074074074074
1935-10-12,78.11111111111111
1935-10-13,80.07407407407408
1935-10-14,81.55555555555556
1935-10-15,83.77777777777777
1935-10-16,86.03703703703704
1935-10-17,90.66666666666667
1935-10-18,94.74074074074075
1935-10-19,98.33333333333333
1935-10-20,99.51851851851852
1935-10-21,100.77777777777777
1935-10-22,101.29629629629629
1935-10-23,100.92592592592592
1935-10-24,99.88888888888889
1935-10-25,99.51851851851852
1935-10-26,98.33333333333333
1935-10-27,97.03703703703704
1935-10-28,94.4074074074074
1935-10-29,91.37037037037037
1935-10-30,88.0
1935-10-31,85.5925925925926
1935-11-01,83.18518518518519
1935-11-02,80.70370370370371
1935-11-03,80.03703703703704
1935-11-04,80.4074074074074
1935-11-05,82.51851851851852
1935-11-06,84.5925925925926
1935-11-07,86.66666666666667
1935-11-08,88.0
1935-11-09,88.14814814814815
1935-11-10,88.33333333333333
1935-11-11,88.25925925925925
1935-11-12,88.25925925925925
1935-11-13,88.4074074074074
1935-11-14,89.25925925925925
1935-11-15,91.22222222222223
1935-11-16,93.66666666666667
1935-11-17,95.25925925925925
1935-11-18,96.92592592592592
1935-11-19,98.66666666666667
1935-11-20,99.11111111111111
1935-11-21,99.48148148148148
1935-11-22,99.07407407407408
1935-11-23,100.4074074074074
1935-11-24,101.44444444444444
1935-11-25,102.66666666666667
1935-11-26,105.29629629629629
1935-11-27,108.07407407407408
1935-11-28,110.29629629629629
1935-11-29,113.22222222222223
1935-11-30,113.88888888888889
1935-12-01,114.11111111111111
1935-12-02,114.77777777777777
1935-12-03,116.22222222222223
1935-12-04,116.5925925925926
1935-12-05,116.22222222222223
1935-12-06,116.22222222222223
1935-12-07,117.18518518518519
1935-12-08,117.88888888888889
1935-12-09,118.96296296296296
1935-12-10,116.96296296296296
1935-12-11,115.66666666666667
1935-12-12,114.07407407407408
1935-12-13,111.55555555555556
1935-12-14,108.88888888888889
1935-12-15,107.22222222222223
1935-12-16,105.22222222222223
1935-12-17,104.48148148148148
1935-12-18,103.07407407407408
1935-12-19,101.51851851851852
1935-12-20,99.37037037037037
1935-12-21,99.29629629629629
1935-12-22,99.11111111111111
1935-12-23,98.55555555555556
1935-12-24,98.22222222222223
1935-12-25,99.51851851851852
1935-12-26,99.37037037037037
1935-12-27,101.0
1935-12-28,101.81481481481481
1935-12-29,102.07407407407408
1935-12-30,102.44444444444444
1935-12-31,103.07407407407408
1936-01-01,103.25925925925925
1936-01-02,103.44444444444444
1936-01-03,102.48148148148148
1936-01-04,101.85185185185185
1936-01-05,100.48148148148148
1936-01-06,99.88888888888889
1936-01-07,97.44444444444444
1936-01-08,94.48148148148148
1936-01-09,93.11111111111111
1936-01-10,91.25925925925925
1936-01-11,89.22222222222223
1936-01-12,87.92592592592592
1936-01-13,87.03703703703704
1936-01-14,87.88888888888889
1936-01-15,90.55555555555556
1936-01-16,92.33333333333333
1936-01-17,93.22222222222223
1936-01-18,95.5925925925926
1936-01-19,97.81481481481481
1936-01-20,99.92592592592592
1936-01-21,101.14814814814815
1936-01-22,103.37037037037037
1936-01-23,104.88888888888889
1936-01-24,107.5925925925926
1936-01-25,109.07407407407408
1936-01-26,109.18518518518519
1936-01-27,109.18518518518519
1936-01-28,108.81481481481481
1936-01-29,107.51851851851852
1936-01-30,106.03703703703704
1936-01-31,104.37037037037037
1936-02-01,103.25925925925925
1936-02-02,102.62962962962963
1936-02-03,103.18518518518519
1936-02-04,103.55555555555556
1936-02-05,105.18518518518519
1936-02-06,106.85185185185185
1936-02-07,108.51851851851852
1936-02-08,111.92592592592592
1936-02-09,114.4074074074074
1936-02-10,115.11111111111111
1936-02-11,114.48148148148148
1936-02-12,116.77777777777777
1936-02-13,117.44444444444444
1936-02-14,117.29629629629629
1936-02-15,116.92592592592592
1936-02-16,117.18518518518519
1936-02-17,114.66666666666667
1936-02-18,112.03703703703704
1936-02-19,109.07407407407408
1936-02-20,107.03703703703704
1936-02-21,108.62962962962963
1936-02-22,110.18518518518519
1936-02-23,110.92592592592592
1936-02-24,114.5925925925926
1936-02-25,117.11111111111111
1936-02-26,120.81481481481481
1936-02-27,123.85185185185185
1936-02-28,126.33333333333333
1936-02-29,127.51851851851852
1936-03-01,129.22222222222223
1936-03-02,130.74074074074073
1936-03-03,130.2962962962963
1936-03-04,130.25925925925927
1936-03-05,130.74074074074073
1936-03-06,128.7037037037037
1936-03-07,128.62962962962962
1936-03-08,129.59259259259258
1936-03-09,131.33333333333334
1936-03-10,131.25925925925927
1936-03-11,131.88888888888889
1936-03-12,131.2962962962963
1936-03-13,130.1851851851852
1936-03-14,128.8148148148148
1936-03-15,128.66666666666666
1936-03-16,129.03703703703704
1936-03-17,129.2962962962963
1936-03-18,128.8148148148148
1936-03-19,127.33333333333333
1936-03-20,128.25925925925927
1936-03-21,129.2962962962963
1936-03-22,128.4814814814815
1936-03-23,128.0
1936-03-24,125.25925925925925
1936-03-25,122.66666666666667
1936-03-26,121.4074074074074
1936-03-27,122.25925925925925
1936-03-28,123.74074074074075
1936-03-29,125.5925925925926
1936-03-30,128.25925925925927
1936-03-31,131.59259259259258
1936-04-01,133.07407407407408
1936-04-02,135.55555555555554
1936-04-03,136.07407407407408
1936-04-04,135.14814814814815
1936-04-05,134.96296296296296
1936-04-06,134.92592592592592
1936-04-07,135.33333333333334
1936-04-08,135.88888888888889
1936-04-09,137.74074074074073
1936-04-10,139.59259259259258
1936-04-11,141.77777777777777
1936-04-12,143.66666666666666
1936-04-13,145.07407407407408
1936-04-14,146.2962962962963
1936-04-15,145.44444444444446
1936-04-16,143.96296296296296
1936-04-17,143.0
1936-04-18,141.59259259259258
1936-04-19,141.62962962962962
1936-04-20,143.0
1936-04-21,144.11111111111111
1936-04-22,143.14814814814815
1936-04-23,141.77777777777777
1936-04-24,139.0
1936-04-25,137.40740740740742
1936-04-26,135.77777777777777
1936-04-27,132.44444444444446
1936-04-28,129.66666666666666
1936-04-29,125.44444444444444
1936-04-30,121.11111111111111
1936-05-01,118.33333333333333
1936-05-02,115.77777777777777
1936-05-03,113.03703703703704
1936-05-04,111.25925925925925
1936-05-05,109.44444444444444
1936-05-06,106.18518518518519
1936-05-07,102.92592592592592
1936-05-08,100.14814814814815
1936-05-09,97.33333333333333
1936-05-10,94.70370370370371
1936-05-11,92.74074074074075
1936-05-12,91.25925925925925
1936-05-13,90.18518518518519
1936-05-14,89.25925925925925
1936-05-15,88.92592592592592
1936-05-16,87.96296296296296
1936-05-17,87.29629629629629
1936-05-18,86.03703703703704
1936-05-19,85.22222222222223
1936-05-20,83.37037037037037
